Space Name,Space Key,Work Item ID,Parent,Work Type,Summary,Description,Assignee,Planned Owner,Priority,Component,Sprint,Start Date,Deadline,Due Date,Original Estimate,Fix Version,Status,Labels,Labels,Labels,Labels
Medical Ontology Retrieval,MOR,2017,2013,Sub-task,Review alias quality and split weak aliases,"GOAL
Keep the production alias KB precise.

SCOPE
- Review collisions, short aliases, ambiguous abbreviations, and clinical distinctions.
- Move questionable aliases to weak_aliases.jsonl.

ACCEPTANCE CRITERIA
- Core aliases meet quality policy.
- Weak aliases are not loaded by default.

EXPECTED EVIDENCE
- data/candidates/weak_aliases.jsonl

DEPENDENCIES
- 2015
- 2016

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Dương Huệ Mẫn,P0,data,Sprint 2 - Retrieval Baselines,2026-07-18 16:00,2026-07-18 20:00,2026-07-18,7200,v0.2-core,Backlog,component-data,priority-p0,review,
Medical Ontology Retrieval,MOR,2018,2000,Task,Validate data and provenance release v0,"GOAL
Approve data before indexing and retrieval evaluation.

SCOPE
- Validate schema, missing fields, duplicates, code collisions, source versions, and deterministic sorting.
- Check representative records manually.
- Update source registry and data notes.

ACCEPTANCE CRITERIA
- Validation script/report passes.
- P0 defects are zero.
- Data v0 is tagged in changelog.

EXPECTED EVIDENCE
- scripts/validate_aliases.py and experiments/data_validation_v0.md

DEPENDENCIES
- 2013

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Dương Huệ Mẫn; Nguyễn Hoàng Thái,P0,data,Sprint 2 - Retrieval Baselines,2026-07-18 20:00,2026-07-19 20:00,2026-07-19,18000,v0.2-core,Backlog,component-data,priority-p0,validation,
Medical Ontology Retrieval,MOR,2019,2000,Task,Maintain ontology data from error analysis,"GOAL
Make targeted data fixes based on reproducible retrieval and end-to-end failures.

SCOPE
- Add missing safe aliases.
- Remove noisy aliases.
- Record every change and linked QA case.
- Avoid unreviewed bulk expansion.

ACCEPTANCE CRITERIA
- Each change has a reproducing case.
- Regression case passes after the change.
- Data changelog is current.

EXPECTED EVIDENCE
- data/changelog.md and experiments/error_analysis.md

DEPENDENCIES
- 2018

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Dương Huệ Mẫn; Nguyễn Hoàng Thái,P1,data,Sprint 5 - Release Candidate,2026-07-20 08:00,2026-07-28 20:00,2026-07-28,32400,v0.3-rc,Backlog,component-data,priority-p1,maintenance,
Medical Ontology Retrieval,MOR,3000,,Epic,Entity Extraction and Assertions,"GOAL
Implement exact-span medical entity extraction, label assignment, and assertions using team-coded rules plus the fixed LLM.

SCOPE
- Coordinate all tasks and deliverables in this workstream.

ACCEPTANCE CRITERIA
- All child work items meet their Definition of Done.
- Epic outcome is integrated into the release candidate.

EXPECTED EVIDENCE
- Jira epic Entity Extraction and Assertions

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Võ Huỳnh Quốc Thái,P0,model,Sprint 4 - Hardening and Demo,2026-07-12 09:00,2026-07-25 20:00,2026-07-25,0,v0.3-rc,Backlog,component-model,priority-p0,epic,
Medical Ontology Retrieval,MOR,3001,3000,Task,Finalize extraction and assertion specification,"GOAL
Define the behavioral contract shared by rule extraction, LLM extraction, merge logic, and QA.

SCOPE
- Define five labels.
- Define exact-span and position rules.
- Define isNegated, isFamily, isHistorical.
- Define overlap, duplicate, and context-window policies.

ACCEPTANCE CRITERIA
- Specification is unambiguous and linked to task statement.
- QA can derive test cases from it.
- Pipeline interfaces are stable.

EXPECTED EVIDENCE
- docs/07_model_workflow.md and docs/problem_statement/derived/output_schema.md

DEPENDENCIES
- 1013

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Võ Huỳnh Quốc Thái,P0,model,Sprint 1 - Data and Extraction MVP,2026-07-14 08:00,2026-07-15 18:00,2026-07-15,14400,v0.1-mvp,Backlog,component-model,priority-p0,specification,
Medical Ontology Retrieval,MOR,3002,3000,Task,Implement Ollama model client,"GOAL
Provide one robust client for fixed generation and embedding models.

SCOPE
- Implement health check, generation, embedding, timeout, retry, and clear errors.
- Read base URL and model names from config/environment.
- Do not hard-code Colab or local URLs.

ACCEPTANCE CRITERIA
- Client handles unavailable Ollama gracefully.
- JSON response parsing is deterministic.
- No domain extraction logic is embedded in the client.

EXPECTED EVIDENCE
- src/medical_ontology/clients/ollama_client.py

DEPENDENCIES
- 1013

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 1 - Data and Extraction MVP,2026-07-15 10:00,2026-07-16 18:00,2026-07-16,14400,v0.1-mvp,Backlog,component-model,priority-p0,ollama,
Medical Ontology Retrieval,MOR,3003,3000,Task,Implement rule-based entity extractor,"GOAL
Extract only high-confidence patterns and produce rule hints/entities without replacing the LLM on ambiguous text.

SCOPE
- Implement medicine/dose, lab/result, abbreviation/ontology match, and assertion-cue rules.
- Preserve source spans.
- Define precedence and confidence.
- Avoid symptom-to-diagnosis inference.

ACCEPTANCE CRITERIA
- Rules are modular and configurable.
- Conflicts are deterministic.
- QA smoke cases can reproduce every rule.

EXPECTED EVIDENCE
- src/medical_ontology/extraction/rule_extractor.py and label_rules.py

DEPENDENCIES
- 3001
- 2003

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái; Khang,P0,model,Sprint 2 - Retrieval Baselines,2026-07-16 18:00,2026-07-18 20:00,2026-07-18,21600,v0.2-core,Backlog,component-model,priority-p0,rule-extraction,
Medical Ontology Retrieval,MOR,3004,3003,Sub-task,Specify extraction patterns and precedence,"GOAL
Define which rules are safe enough to emit entities or hints.

SCOPE
- Document regex/pattern categories.
- Define precedence and overlap behavior.
- Define rule confidence levels.

ACCEPTANCE CRITERIA
- Specification is reviewed by QA and Pipeline.
- Unsafe medical inference is explicitly prohibited.

EXPECTED EVIDENCE
- docs/07_model_workflow.md

DEPENDENCIES
- 3001

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang,P0,model,Sprint 1 - Data and Extraction MVP,2026-07-16 18:00,2026-07-17 12:00,2026-07-17,7200,v0.1-mvp,Backlog,component-model,priority-p0,specification,
Medical Ontology Retrieval,MOR,3005,3003,Sub-task,Code rule extractor and hint generation,"GOAL
Implement the approved rule specification.

SCOPE
- Load resources through public loaders.
- Return exact offsets and evidence source.
- Keep rules independent and testable.

ACCEPTANCE CRITERIA
- No absolute paths.
- No ontology code lookup is performed for non-mappable labels.
- Output matches extraction contract.

EXPECTED EVIDENCE
- src/medical_ontology/extraction/rule_extractor.py

DEPENDENCIES
- 3004

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 2 - Retrieval Baselines,2026-07-17 12:00,2026-07-18 16:00,2026-07-18,12600,v0.2-core,Backlog,component-model,priority-p0,implementation,
Medical Ontology Retrieval,MOR,3006,3003,Sub-task,Review rule conflicts and false-positive risks,"GOAL
Prevent rules from introducing systematic label errors.

SCOPE
- Review ambiguous abbreviations, overlapping matches, dose-only text, and negation boundaries.

ACCEPTANCE CRITERIA
- Risks and resolutions are documented.
- P0 conflicts are fixed or disabled.

EXPECTED EVIDENCE
- experiments/rule_extractor_review.md

DEPENDENCIES
- 3005

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang,P0,model,Sprint 2 - Retrieval Baselines,2026-07-18 16:00,2026-07-18 20:00,2026-07-18,5400,v0.2-core,Backlog,component-model,priority-p0,review,
Medical Ontology Retrieval,MOR,3007,3000,Task,Implement LLM entity extractor and prompt builder,"GOAL
Use the fixed LLM to extract exact entity text, label, and assertions without generating ontology codes.

SCOPE
- Build system prompt and few-shot examples.
- Pass optional rule hints.
- Parse structured JSON.
- Reject hallucinated or non-exact spans.
- Return assertions for relevant labels.

ACCEPTANCE CRITERIA
- Extractor has deterministic configuration.
- Invalid model output is handled safely.
- Original text is preserved exactly.

EXPECTED EVIDENCE
- src/medical_ontology/extraction/llm_extractor.py and prompts/

DEPENDENCIES
- 3001
- 3002
- 3003

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Võ Huỳnh Quốc Thái,P0,model,Sprint 2 - Retrieval Baselines,2026-07-18 08:00,2026-07-19 20:00,2026-07-19,21600,v0.2-core,Backlog,component-model,priority-p0,llm-extraction,
Medical Ontology Retrieval,MOR,3008,3000,Task,Implement assertion post-processing,"GOAL
Correct clear negation, historical, and family cues after LLM extraction while preserving ambiguous cases.

SCOPE
- Implement context-window cue rules.
- Define priority between LLM prediction and deterministic cues.
- Never change exact entity text.

ACCEPTANCE CRITERIA
- Clear cue cases are corrected deterministically.
- Ambiguous cases remain documented for QA.

EXPECTED EVIDENCE
- src/medical_ontology/extraction/assertion_detector.py

DEPENDENCIES
- 3007

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Võ Huỳnh Quốc Thái,P1,model,Sprint 2 - Retrieval Baselines,2026-07-19 13:00,2026-07-20 16:00,2026-07-20,14400,v0.2-core,Backlog,component-model,priority-p1,assertions,
Medical Ontology Retrieval,MOR,3009,3000,Task,Complete extraction baseline integration,"GOAL
Expose one stable extraction API combining rules, LLM, assertions, and exact spans.

SCOPE
- Integrate rule and LLM results with pipeline merge contract.
- Define fallback when LLM is unavailable.
- Emit structured diagnostics.

ACCEPTANCE CRITERIA
- Baseline runs on QA sample notes.
- No code mapping occurs during extraction.
- Known limitations are documented.

EXPECTED EVIDENCE
- src/medical_ontology/pipeline/infer_pipeline.py extraction stage

DEPENDENCIES
- 3003
- 3007
- 3008

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Lương Minh Quân; Võ Huỳnh Quốc Thái,P0,model,Sprint 3 - Core Integration,2026-07-20 16:00,2026-07-21 18:00,2026-07-21,18000,v0.2-core,Backlog,component-model,priority-p0,integration,
Medical Ontology Retrieval,MOR,4000,,Epic,Hybrid Retrieval and Candidate Mapping,"GOAL
Implement dense and sparse retrieval, code-level fusion, routing, and candidate ranking from scratch.

SCOPE
- Coordinate all tasks and deliverables in this workstream.

ACCEPTANCE CRITERIA
- All child work items meet their Definition of Done.
- Epic outcome is integrated into the release candidate.

EXPECTED EVIDENCE
- Jira epic Hybrid Retrieval and Candidate Mapping

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 4 - Hardening and Demo,2026-07-12 09:00,2026-07-26 18:00,2026-07-26,0,v0.3-rc,Backlog,component-model,priority-p0,epic,
Medical Ontology Retrieval,MOR,4001,4000,Task,Implement embedding client wrapper and vector normalization,"GOAL
Provide deterministic bge-m3 embeddings and normalized NumPy arrays for indexing and querying.

SCOPE
- Batch aliases safely.
- Validate dimensions.
- Normalize vectors once.
- Cache model outputs by content/config hash.

ACCEPTANCE CRITERIA
- Embedding dimension and dtype are recorded.
- Identical input returns reusable cached output.
- Errors identify model and batch.

EXPECTED EVIDENCE
- src/medical_ontology/retrieval/embeddings.py

DEPENDENCIES
- 3002
- 2013

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 2 - Retrieval Baselines,2026-07-17 08:00,2026-07-18 13:00,2026-07-18,14400,v0.2-core,Backlog,component-model,priority-p0,embedding,
Medical Ontology Retrieval,MOR,4002,4000,Task,Implement exact dense search baseline,"GOAL
Establish the correctness reference for dense retrieval and later HNSW evaluation.

SCOPE
- Store normalized float32 matrix and metadata.
- Compute query dot products with NumPy.
- Return deterministic top-k alias results.
- Handle invalid dimensions.

ACCEPTANCE CRITERIA
- Results match brute-force expectations on QA fixtures.
- Latency and memory are measurable.
- API conforms to retrieval contract.

EXPECTED EVIDENCE
- src/medical_ontology/retrieval/exact_search.py and dense_search.py

DEPENDENCIES
- 4001

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 2 - Retrieval Baselines,2026-07-18 13:00,2026-07-19 23:00,2026-07-19,21600,v0.2-core,Backlog,component-model,priority-p0,dense,
Medical Ontology Retrieval,MOR,4003,4000,Task,Implement shared lexical normalization and tokenizer,"GOAL
Provide one deterministic text normalization contract for sparse retrieval.

SCOPE
- Normalize Unicode, case, whitespace, punctuation, dose spacing, and optional accent variants.
- Preserve medically meaningful characters.

ACCEPTANCE CRITERIA
- Normalization behavior is documented.
- QA tests cover boundary cases.

EXPECTED EVIDENCE
- src/medical_ontology/data/normalization.py

DEPENDENCIES
- 2003

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 2 - Retrieval Baselines,2026-07-18 08:00,2026-07-19 12:00,2026-07-19,10800,v0.2-core,Backlog,component-model,priority-p0,normalization,
Medical Ontology Retrieval,MOR,4004,4000,Task,Implement TF-IDF and character n-gram retrieval,"GOAL
Create a self-coded lexical baseline robust to spelling and abbreviation variants.

SCOPE
- Build vocabulary and document frequencies.
- Compute sparse weights without scikit-learn.
- Support word and character features as configured.
- Return deterministic ranked aliases.

ACCEPTANCE CRITERIA
- Scores match hand-calculated fixtures.
- Index can be saved and loaded.
- Memory and latency are measured.

EXPECTED EVIDENCE
- src/medical_ontology/retrieval/tfidf.py and sparse_search.py

DEPENDENCIES
- 4003
- 2018

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 2 - Retrieval Baselines,2026-07-19 12:00,2026-07-20 14:00,2026-07-20,18000,v0.2-core,Backlog,component-model,priority-p0,sparse,
Medical Ontology Retrieval,MOR,4005,4000,Task,Implement BM25 retrieval,"GOAL
Add a second self-coded sparse ranker for exact terminology and abbreviations.

SCOPE
- Implement BM25 term weighting and length normalization.
- Expose k1 and b configuration.
- Return deterministic ranked aliases.

ACCEPTANCE CRITERIA
- Scores pass QA fixtures.
- Parameters and formula are documented.
- Benchmark includes BM25.

EXPECTED EVIDENCE
- src/medical_ontology/retrieval/bm25.py

DEPENDENCIES
- 4003
- 2018

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P1,model,Sprint 2 - Retrieval Baselines,2026-07-19 15:00,2026-07-20 20:00,2026-07-20,18000,v0.2-core,Backlog,component-model,priority-p1,sparse,
Medical Ontology Retrieval,MOR,4006,4000,Task,Implement alias-to-code grouping and Reciprocal Rank Fusion,"GOAL
Fuse dense and sparse rankings fairly at code level.

SCOPE
- Keep best alias rank/evidence per code.
- Implement configurable RRF.
- Do not sum all aliases for a code.
- Return evidence and ranks for debugging.

ACCEPTANCE CRITERIA
- Hand-calculated RRF fixtures pass.
- Codes with more aliases do not receive artificial advantage.
- Stable tie-breaking is defined.

EXPECTED EVIDENCE
- src/medical_ontology/retrieval/rrf.py and mapping/candidate_ranker.py

DEPENDENCIES
- 4002
- 4004
- 4005

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 3 - Core Integration,2026-07-20 20:00,2026-07-21 15:00,2026-07-21,14400,v0.2-core,Backlog,component-model,priority-p0,rrf,
Medical Ontology Retrieval,MOR,4007,4000,Task,Implement ICD/RxNorm code mapper and routing,"GOAL
Expose one mapping API that routes diagnosis to ICD and medicine to RxNorm, then runs hybrid retrieval.

SCOPE
- Reject non-mappable labels.
- Expand reviewed abbreviations without changing output text.
- Run dense and sparse retrieval.
- Fuse and return final top-k candidates.

ACCEPTANCE CRITERIA
- Diagnosis never queries RxNorm.
- Medicine never queries ICD.
- Other labels receive no candidates.
- Candidate codes exist in the correct KB.

EXPECTED EVIDENCE
- src/medical_ontology/mapping/code_mapper.py

DEPENDENCIES
- 4006
- 2018

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái; Lương Minh Quân,P0,model,Sprint 3 - Core Integration,2026-07-21 12:00,2026-07-22 17:00,2026-07-22,18000,v0.2-core,Backlog,component-model,priority-p0,mapping,
Medical Ontology Retrieval,MOR,4008,4000,Task,"Benchmark dense, sparse, and hybrid retrieval baselines","GOAL
Measure whether hybrid retrieval improves candidate recall over individual rankers.

SCOPE
- Run Recall@1/5/10, MRR, latency, and error breakdown.
- Compare exact dense, TF-IDF, BM25, and RRF.
- Record config and data version.

ACCEPTANCE CRITERIA
- Results are reproducible.
- RRF inclusion decision is evidence-based.
- Failures are added to error analysis.

EXPECTED EVIDENCE
- experiments/retrieval_baseline_results.csv and experiments/ablation.md

DEPENDENCIES
- 4007
- 7004

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái; Nguyễn Hoàng Thái,P0,model,Sprint 3 - Core Integration,2026-07-21 15:00,2026-07-22 22:00,2026-07-22,18000,v0.2-core,Backlog,component-model,priority-p0,benchmark,
Medical Ontology Retrieval,MOR,4009,4000,Task,Decide whether to implement constrained LLM reranker,"GOAL
Avoid adding reranking unless measurable retrieval ambiguity remains after RRF.

SCOPE
- Review baseline errors and runtime.
- Define success threshold and timebox.
- Record implement/defer decision.

ACCEPTANCE CRITERIA
- Decision is documented.
- If implemented, LLM can select only supplied candidates and has RRF fallback.

EXPECTED EVIDENCE
- docs/adr/0005-llm-reranker-decision.md

DEPENDENCIES
- 4008
- 5007

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang; Võ Huỳnh Quốc Thái,P2,model,Sprint 4 - Hardening and Demo,2026-07-24 18:00,2026-07-25 12:00,2026-07-25,5400,v0.3-rc,Backlog,component-model,priority-p2,decision,optional
Medical Ontology Retrieval,MOR,5000,,Epic,Self-Coded HNSW Search,"GOAL
Implement HNSW from theory, compare it with exact NumPy search, and integrate it only if reliable.

SCOPE
- Coordinate all tasks and deliverables in this workstream.

ACCEPTANCE CRITERIA
- All child work items meet their Definition of Done.
- Epic outcome is integrated into the release candidate.

EXPECTED EVIDENCE
- Jira epic Self-Coded HNSW Search

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 4 - Hardening and Demo,2026-07-12 09:00,2026-07-24 22:00,2026-07-24,0,v0.3-rc,Backlog,component-model,priority-p0,epic,
Medical Ontology Retrieval,MOR,5001,5000,Task,Write HNSW design and invariants,"GOAL
Translate the HNSW paper into an implementable design before coding.

SCOPE
- Define node levels, graph representation, entry point, search layer, insertion, neighbor selection/pruning, and parameters.
- Define deterministic test strategy.

ACCEPTANCE CRITERIA
- Design maps each algorithm step to planned methods.
- Complexity and memory assumptions are recorded.
- Tech Lead approves the design.

EXPECTED EVIDENCE
- docs/hnsw_design.md

DEPENDENCIES
- 4002

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái; Khang,P0,model,Sprint 3 - Core Integration,2026-07-21 08:00,2026-07-22 10:00,2026-07-22,10800,v0.2-core,Backlog,component-model,priority-p0,hnsw,design
Medical Ontology Retrieval,MOR,5002,5000,Task,Implement HNSW core data structures and random levels,"GOAL
Create graph storage, vector metadata, entry point, maximum level, and level sampling.

SCOPE
- Support M and M0.
- Use seeded random generation for tests.
- Validate vector dimensions.

ACCEPTANCE CRITERIA
- Small graph can be created deterministically.
- Layer membership is internally consistent.

EXPECTED EVIDENCE
- src/medical_ontology/retrieval/hnsw.py

DEPENDENCIES
- 5001

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 3 - Core Integration,2026-07-22 10:00,2026-07-22 13:00,2026-07-22,10800,v0.2-core,Backlog,component-model,priority-p0,hnsw,
Medical Ontology Retrieval,MOR,5003,5000,Task,Implement greedy descent and search-layer algorithm,"GOAL
Implement upper-layer greedy navigation and ef-based candidate search.

SCOPE
- Use correct cosine distance for normalized vectors.
- Maintain candidate and result heaps.
- Stop according to HNSW search condition.

ACCEPTANCE CRITERIA
- Search returns nearest nodes on controlled fixtures.
- No duplicate visits corrupt results.
- ef_search is configurable.

EXPECTED EVIDENCE
- src/medical_ontology/retrieval/hnsw.py

DEPENDENCIES
- 5002

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 3 - Core Integration,2026-07-22 13:00,2026-07-22 22:00,2026-07-22,18000,v0.2-core,Backlog,component-model,priority-p0,hnsw,
Medical Ontology Retrieval,MOR,5004,5000,Task,Implement insertion and bidirectional connections,"GOAL
Insert nodes from upper layers to layer zero and connect neighbors bidirectionally.

SCOPE
- Use ef_construction.
- Update entry point and maximum level when required.
- Maintain graph invariants.

ACCEPTANCE CRITERIA
- Sequential insertion builds a searchable graph.
- Connections are symmetric before pruning policy.
- Insertion tests pass.

EXPECTED EVIDENCE
- src/medical_ontology/retrieval/hnsw.py

DEPENDENCIES
- 5003

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 3 - Core Integration,2026-07-23 08:00,2026-07-23 17:00,2026-07-23,18000,v0.2-core,Backlog,component-model,priority-p0,hnsw,
Medical Ontology Retrieval,MOR,5005,5000,Task,Implement neighbor selection and pruning,"GOAL
Enforce degree limits while preserving useful graph diversity.

SCOPE
- Implement a documented heuristic or exact nearest selection.
- Use M for upper layers and M0 for layer zero.
- Prune reverse connections consistently.

ACCEPTANCE CRITERIA
- Degree limits hold after insertion.
- Search quality does not collapse on fixtures.
- Policy is documented.

EXPECTED EVIDENCE
- src/medical_ontology/retrieval/hnsw.py

DEPENDENCIES
- 5004

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Võ Huỳnh Quốc Thái,P0,model,Sprint 3 - Core Integration,2026-07-23 17:00,2026-07-23 23:00,2026-07-23,14400,v0.2-core,Backlog,component-model,priority-p0,hnsw,
Medical Ontology Retrieval,MOR,5006,5000,Task,Review HNSW correctness and API,"GOAL
Verify theoretical correctness before performance benchmarking.

SCOPE
- Review each algorithm stage against the paper.
- Review invariants, edge cases, and public API.
- Record blocking defects.

ACCEPTANCE CRITERIA
- No known P0 correctness defect remains.
- Review note links code and paper sections.

EXPECTED EVIDENCE
- experiments/hnsw_design_review.md

DEPENDENCIES
- 5005

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Khang,P0,model,Sprint 4 - Hardening and Demo,2026-07-24 08:00,2026-07-24 12:00,2026-07-24,10800,v0.3-rc,Backlog,component-model,priority-p0,review,
Medical Ontology Retrieval,MOR,5007,5000,Task,Benchmark exact search versus HNSW,"GOAL
Measure recall, latency, build time, and memory before deciding production use.

SCOPE
- Run controlled datasets and project alias vectors.
- Measure Recall@1/5/10, average and percentile latency, build time, and approximate memory.
- Record M, M0, ef_construction, ef_search, N, and dimension.

ACCEPTANCE CRITERIA
- Results are reproducible.
- Exact search is the ground truth.
- Use/fallback decision is documented.

EXPECTED EVIDENCE
- experiments/hnsw_results.csv and docs/adr/0006-hnsw-use-decision.md

DEPENDENCIES
- 5006
- 7004

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Nguyễn Hoàng Thái; Võ Huỳnh Quốc Thái,P0,qa,Sprint 4 - Hardening and Demo,2026-07-24 12:00,2026-07-24 22:00,2026-07-24,18000,v0.3-rc,Backlog,component-qa,priority-p0,benchmark,hnsw
Medical Ontology Retrieval,MOR,6000,,Epic,End-to-End Pipeline and Demo,"GOAL
Integrate data, extraction, retrieval, validation, CLI, batch output, Streamlit, and Colab into one reliable workflow.

SCOPE
- Coordinate all tasks and deliverables in this workstream.

ACCEPTANCE CRITERIA
- All child work items meet their Definition of Done.
- Epic outcome is integrated into the release candidate.

EXPECTED EVIDENCE
- Jira epic End-to-End Pipeline and Demo

WORKING RULE
- Keep the Jira status and blocker field current.
- Link the pull request, document, dataset, metric, or other evidence before moving to Done.
- Use the Jira key in the branch name, commits, and pull request title when code is involved.",,Lương Minh Quân,P0,pipeline,Sprint 5 - Release Candidate,2026-07-12 09:00,2026-07-28 23:00,2026-07-28,0,v0.3-rc,Backlog,component-pipeline,priority-p0,epic,
